[7/10/18 02:41PM]	Recieved Private-Message from User: Thug which said 'added '	
[7/11/18 04:49PM]	Picked up an item (Id: Item [id=9244, amount=5], Amount: 5) at Position: 1778, 5341, 1	
[7/11/18 04:49PM]	Picked up an item (Id: Item [id=9244, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 04:49PM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1778, 5341, 1	
[7/11/18 04:49PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 04:51PM]	Picked up an item (Id: Item [id=9244, amount=2], Amount: 2) at Position: 1783, 5328, 1	
[7/11/18 04:51PM]	Picked up an item (Id: Item [id=1373, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/11/18 04:51PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/11/18 04:51PM]	Picked up an item (Id: Item [id=11338, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/11/18 04:51PM]	Picked up an item (Id: Item [id=12163, amount=6], Amount: 6) at Position: 1784, 5329, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1778, 5341, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=2363, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=2363, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 1778, 5340, 1	
[7/12/18 10:18AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:20AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1784, 5329, 1	
[7/12/18 10:20AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:20AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:20AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:20AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:21AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1778, 5340, 1	
[7/12/18 10:21AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:21AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:21AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:21AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:21AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:21AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 1770, 5347, 1	
[7/12/18 10:22AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 1780, 5331, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 1783, 5328, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 1784, 5329, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:23AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:26AM]	Bought Item from shop (53) (Id: 4155, Amount: 1)	
[7/12/18 10:26AM]	Bought Item from shop (53) (Id: 4170, Amount: 1)	
[7/12/18 10:27AM]	Bought Item from shop (9) (Id: 560, Amount: 500)	
[7/12/18 10:27AM]	Bought Item from shop (9) (Id: 558, Amount: 500)	
[7/12/18 10:27AM]	Bought Item from shop (9) (Id: 558, Amount: 500)	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 1779, 5343, 1	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=811, amount=14], Amount: 14) at Position: 1779, 5344, 1	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:30AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:31AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1783, 5328, 1	
[7/12/18 10:31AM]	Picked up an item (Id: Item [id=12160, amount=2], Amount: 2) at Position: 1784, 5329, 1	
[7/12/18 10:31AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:31AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:31AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:31AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:32AM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 1778, 5343, 1	
[7/12/18 10:32AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:32AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1778, 5341, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=10159, amount=6], Amount: 6) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=811, amount=14], Amount: 14) at Position: 1778, 5341, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=566, amount=10], Amount: 10) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 1778, 5340, 1	
[7/12/18 10:38AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:39AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1783, 5328, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=830, amount=8], Amount: 8) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=11469, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:40AM]	Dropped Item (Id: Item [id=11469, amount=1], Amount: 1) at Position: 1768, 5338, 1	
[7/12/18 10:42AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1779, 5343, 1	
[7/12/18 10:42AM]	Picked up an item (Id: Item [id=811, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:42AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:42AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:42AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:42AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:48AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 1777, 5345, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=9144, amount=7], Amount: 7) at Position: 1779, 5343, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=1373, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=12159, amount=3], Amount: 3) at Position: 1779, 5343, 1	
[7/12/18 10:49AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:53AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 3097, 3496, 0	
[7/12/18 10:53AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 3097, 3496, 0	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 1778, 5341, 1	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 1778, 5340, 1	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:55AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1783, 5328, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=830, amount=8], Amount: 8) at Position: 1784, 5329, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:57AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=1432, amount=1], Amount: 1) at Position: 1779, 5343, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=892, amount=8], Amount: 8) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=12163, amount=3], Amount: 3) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 10:58AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 1783, 5328, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 1784, 5329, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:00AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1778, 5341, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=995, amount=752], Amount: 752) at Position: 1778, 5340, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1778, 5340, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:06AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=565, amount=27], Amount: 27) at Position: 1783, 5328, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1784, 5329, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=868, amount=25], Amount: 25) at Position: 1784, 5329, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:07AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=1373, amount=1], Amount: 1) at Position: 1778, 5341, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1778, 5340, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1778, 5340, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:09AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:09AM]	Dropped Item (Id: Item [id=995, amount=752], Amount: 0) at Position: 1777, 5348, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=811, amount=14], Amount: 14) at Position: 1783, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=868, amount=11], Amount: 11) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:11AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 1777, 5345, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 1778, 5341, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=811, amount=14], Amount: 14) at Position: 1778, 5340, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 1778, 5340, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:13AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:14AM]	Picked up an item (Id: Item [id=229, amount=1], Amount: 1) at Position: 1777, 5344, 1	
[7/12/18 11:14AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 1783, 5328, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 1783, 5328, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:15AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:17AM]	Picked up an item (Id: Item [id=811, amount=14], Amount: 14) at Position: 1778, 5341, 1	
[7/12/18 11:17AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:17AM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/12/18 11:17AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:17AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:17AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:18AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:18AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 1773, 5334, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 1783, 5328, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 1784, 5329, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 1784, 5329, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:20AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/12/18 11:22AM]	Picked up an item (Id: Item [id=9431, amount=1], Amount: 1) at Position: 1778, 5341, 1	
[7/12/18 11:22AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:22AM]	Picked up an item (Id: Item [id=9144, amount=6], Amount: 6) at Position: 1778, 5340, 1	
[7/12/18 11:22AM]	Picked up an item (Id: Item [id=12159, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/12/18 11:22AM]	Picked up an item (Id: Item [id=2359, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/12/18 11:22AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
