[3/7/18 04:52AM]	Valie: f	
[7/11/18 09:00PM]	Plug: ;p	
[7/11/18 09:00PM]	Raymond: ?	
[7/11/18 09:00PM]	Raymond: wtf 	
[7/11/18 09:00PM]	Plug: ?	
[7/11/18 09:00PM]	Raymond: am clicking u	
[7/11/18 09:01PM]	Raymond: you may only use magic 	
[7/11/18 09:01PM]	Raymond: wtf 	
[7/11/18 09:01PM]	Plug: weird	
[7/11/18 09:01PM]	Raymond: die 	
[7/11/18 09:01PM]	Plug: gg	
[7/11/18 09:02PM]	Plug: yeah lmao 	
[7/11/18 09:02PM]	Plug: nothin really	
[7/11/18 09:02PM]	Plug: full infinity row master wand mage book gilded legs 	
[7/11/18 09:03PM]	Plug: i dont think i had any	
[7/11/18 09:04PM]	Plug: oh lost like 1k barrages too lmao 	
[7/11/18 09:04PM]	Plug: i got backup mage gear tho	
[7/11/18 09:04PM]	Plug: sell me book back 	
[7/11/18 09:04PM]	Plug: ;d 	
[7/11/18 09:04PM]	Raymond: brb 	
[7/11/18 09:04PM]	Raymond: 5mins 	
[7/11/18 09:04PM]	Plug: waitt	
[7/11/18 09:04PM]	Raymond: just had eye surgery	
[7/11/18 09:04PM]	Plug: sell me mage book 10m:d	
[7/11/18 09:04PM]	Plug: ahh 	
[7/11/18 09:04PM]	Raymond: have to take my antibotics drop	
[7/11/18 09:04PM]	Plug: okay :p 	
[7/11/18 09:04PM]	Raymond: had to take it 5 mins ago 	
[7/11/18 09:04PM]	Raymond: gonna do ckeys first 	
[7/11/18 09:05PM]	Raymond: why? 	
[7/11/18 09:05PM]	Raymond: u easy 	
[7/11/18 09:05PM]	Raymond: brb 	
[7/11/18 09:05PM]	Plug: if i didnt run outta pray i would had a chance haha 	
[7/11/18 09:05PM]	Plug: was 22 pray w no pot when we fought x[) 	
[7/11/18 09:05PM]	Turtle: .	
[7/11/18 09:07PM]	Turtle: x[)	
[7/11/18 09:07PM]	Turtle: rip	
[7/11/18 09:08PM]	Turtle: how do you manage this x[) 	
[7/11/18 09:09PM]	Turtle: x[)	
[7/11/18 09:10PM]	Turtle: .	
[7/11/18 09:11PM]	Turtle: .	
[7/11/18 09:16PM]	Turtle: .	
[7/11/18 09:17PM]	Raymond: .bac 	
[7/11/18 09:28PM]	Raymond: look at this book	
[7/11/18 09:29PM]	Raymond: :-d 	
[7/11/18 09:29PM]	Plug: ohh row is untradable 	
[7/11/18 09:29PM]	Raymond: ?	
[7/11/18 09:29PM]	Raymond: let me kill u 	
[7/11/18 09:29PM]	Raymond: with it on u 	
[7/11/18 09:29PM]	Plug: lel 	
[7/11/18 09:29PM]	Plug: you did	
[7/11/18 09:29PM]	Plug: :)	
[7/11/18 09:29PM]	Raymond: didn't get it. 	
[7/11/18 09:29PM]	Plug: prob cant get thru pk 	
[7/11/18 09:32PM]	Raymond: nvm 	
[7/11/18 09:32PM]	Turtle: dont even need coal 	
[7/11/18 09:32PM]	Raymond: ty 	
[7/11/18 09:32PM]	Raymond: i know	
[7/11/18 09:32PM]	Raymond: lol 	
[7/11/18 09:32PM]	Turtle: np 	
[7/11/18 09:36PM]	Thug: take 	
[7/11/18 09:36PM]	Raymond: :o 	
[7/11/18 09:36PM]	Raymond: ty 	
[7/11/18 09:36PM]	Thug: np 	
[7/11/18 09:59PM]	Turtle: .	
[7/11/18 10:03PM]	Turtle: .	
[7/11/18 10:03PM]	Turtle: .	
[7/11/18 10:04PM]	Turtle: .	
[7/11/18 10:06PM]	Turtle: .	
[7/11/18 10:07PM]	Turtle: .	
[7/11/18 10:07PM]	Turtle: .	
[7/11/18 10:07PM]	Turtle: .	
[7/11/18 10:08PM]	Turtle: .	
[7/11/18 10:10PM]	Turtle: .	
[7/11/18 10:10PM]	Turtle: .	
[7/11/18 10:14PM]	Turtle: .	
[7/11/18 10:14PM]	Turtle: .	
[7/11/18 10:15PM]	Turtle: .	
[7/11/18 10:15PM]	Turtle: .	
[7/11/18 10:17PM]	Turtle: suh 	
[7/11/18 10:17PM]	Turtle: why 	
[7/11/18 10:17PM]	Turtle: x[)	
[7/11/18 10:17PM]	Turtle: mhm im sure ;) 	
[7/11/18 10:18PM]	Turtle: lies	
[7/11/18 10:18PM]	Turtle: last kill	
[7/11/18 10:18PM]	Turtle: woot woot 	
[7/11/18 10:18PM]	Turtle: meh noob	
[7/11/18 10:18PM]	Turtle: home time 	
[7/11/18 10:18PM]	Turtle: umm 	
[7/11/18 10:19PM]	Daddy: for trades 	
[7/11/18 10:19PM]	Turtle: ill do 2 for 2 	
[7/11/18 10:19PM]	Daddy: ok 	
[7/11/18 10:19PM]	Turtle: ty 	
[7/11/18 10:19PM]	Daddy: shall we 	
[7/11/18 10:19PM]	Daddy: go open 	
[7/11/18 10:19PM]	Turtle: mhm 	
[7/11/18 10:19PM]	Turtle: i got 3 	
[7/11/18 10:19PM]	Turtle: haha	
[7/11/18 10:19PM]	Daddy: lets show	
[7/11/18 10:19PM]	Turtle: meh	
[7/11/18 10:19PM]	Daddy: eachother	
[7/11/18 10:19PM]	Turtle: hm for those dbones	
[7/11/18 10:19PM]	Turtle: p)	
[7/11/18 10:19PM]	Daddy: u got more ores 	
[7/11/18 10:19PM]	Turtle: ;)	
[7/11/18 10:19PM]	Daddy: and logs 	
[7/11/18 10:20PM]	Daddy: wait 	
[7/11/18 10:20PM]	Daddy: did u decline	
[7/11/18 10:20PM]	Turtle: trade you everything in my inv 	
[7/11/18 10:20PM]	Turtle: for those dbones	
[7/11/18 10:20PM]	Daddy:  ok	
[7/11/18 10:20PM]	Daddy: jk	
[7/11/18 10:21PM]	Daddy: lol 	
[7/11/18 10:21PM]	Daddy: pleasure 	
[7/11/18 10:21PM]	Turtle: ??	
[7/11/18 10:21PM]	Turtle: i just wanted dbones 	
[7/11/18 10:21PM]	Turtle: haha	
[7/11/18 10:21PM]	Daddy: oh	
[7/11/18 10:21PM]	Daddy: can i have	
[7/11/18 10:21PM]	Daddy: halberd	
[7/11/18 10:21PM]	Daddy: 1	
[7/11/18 10:21PM]	Turtle: of course 	
[7/11/18 10:21PM]	Daddy: no spec 	
[7/11/18 10:22PM]	Daddy: i found 2 keys	
[7/11/18 10:22PM]	Daddy: in my bank	
[7/11/18 10:22PM]	Daddy: lol 	
[7/11/18 10:22PM]	Turtle: oo	
[7/11/18 10:22PM]	Daddy: i got more bones 	
[7/11/18 10:22PM]	Daddy: ima use them tho	
[7/11/18 10:22PM]	Turtle: gl 	
[7/11/18 10:27PM]	Turtle: door no worky	
[7/11/18 10:28PM]	Turtle: nah cause nechs need 80 slayer 	
[7/11/18 10:28PM]	Turtle: oh btw	
[7/11/18 10:28PM]	Turtle: i have yet to get a task here 	
[7/11/18 10:28PM]	Turtle: lol 	
[7/11/18 10:29PM]	Turtle: how so 	
[7/11/18 10:29PM]	Turtle: rates goin up or down	
[7/11/18 10:29PM]	Turtle: so like should i get my med tasks grind in niw?	
[7/11/18 10:29PM]	Turtle: x[)	
[7/11/18 10:29PM]	Turtle: found new best spot for charms 	
[7/11/18 10:30PM]	Turtle: i keep it secret 	
[7/11/18 10:30PM]	Turtle: my gf is a pain in the ass yo 	
[7/11/18 10:30PM]	Turtle: & yeah	
[7/11/18 10:37PM]	Turtle: you gave me wrong rank 	
[7/11/18 10:37PM]	Turtle: o 	
[7/11/18 10:37PM]	Turtle: so rank shows up wrong in yell	
[7/11/18 10:37PM]	Turtle: and clan 	
[7/11/18 10:38PM]	Turtle: i see it too	
[7/11/18 10:38PM]	Turtle: but not in clan chat 	
[7/11/18 10:38PM]	Turtle: or yell	
[7/11/18 10:38PM]	Turtle: my yell is wrong 	
[7/11/18 10:40PM]	Turtle: oo	
[7/11/18 10:40PM]	Turtle: your forums lie	
[7/11/18 10:40PM]	Turtle: wait 	
[7/11/18 10:40PM]	Turtle: is there a crown beside your name	
[7/11/18 10:40PM]	Turtle: where you type?	
[7/11/18 10:41PM]	Turtle: yeah 	
[7/11/18 10:41PM]	Turtle: beside your name 	
[7/11/18 10:41PM]	Turtle: not in public chat	
[7/11/18 10:41PM]	Turtle: but below it 	
[7/11/18 10:41PM]	Turtle: beside your username 	
[7/11/18 10:41PM]	Turtle: yeah 	
[7/11/18 10:41PM]	Turtle: ohh ok 	
[7/11/18 10:42PM]	Turtle: you should add that	
[7/11/18 10:43PM]	Turtle: ok go finish up god-wards	
[7/11/18 10:43PM]	Turtle: wars 	
[7/11/18 10:47PM]	Turtle: .	
[7/11/18 10:47PM]	Turtle: .	
[7/11/18 10:47PM]	Turtle: .	
[7/11/18 10:48PM]	Turtle: .	
[7/11/18 10:48PM]	Turtle: .	
[7/11/18 10:49PM]	Turtle: .	
[7/11/18 10:50PM]	Turtle: .4	
[7/11/18 10:50PM]	Turtle: .	
[7/11/18 10:51PM]	Turtle: .	
[7/11/18 10:52PM]	Turtle: .	
[7/11/18 10:52PM]	Turtle: .	
[7/11/18 10:54PM]	Turtle: .	
[7/11/18 10:55PM]	Turtle: .	
[7/11/18 10:56PM]	Turtle: .	
[7/11/18 10:57PM]	Turtle: .	
[7/11/18 10:58PM]	Turtle: .	
[7/11/18 10:59PM]	Turtle: .	
[7/11/18 10:59PM]	Turtle: .	
[7/11/18 11:00PM]	Turtle: .	
[7/11/18 11:01PM]	Turtle: .	
[7/11/18 11:13PM]	Turtle: yo 	
[7/11/18 11:13PM]	Turtle: daddy	
[7/11/18 11:15PM]	Turtle: .	
[7/11/18 11:15PM]	Daddy: oo	
[7/11/18 11:15PM]	Daddy: veteran	
[7/11/18 11:15PM]	Turtle: thats not all 	
[7/11/18 11:15PM]	Turtle: ready?	
[7/11/18 11:15PM]	Daddy: ye 	
[7/11/18 11:15PM]	Turtle: bam 	
[7/11/18 11:15PM]	Daddy: ooo 	
[7/11/18 11:15PM]	Daddy: dang 	
[7/11/18 11:15PM]	Daddy: niceeeeee	
[7/11/18 11:16PM]	Turtle: you got 	
[7/11/18 11:16PM]	Turtle: 2 loops? 	
[7/11/18 11:21PM]	Turtle: yu 	
[7/11/18 11:21PM]	Pops: ty 	
[7/11/18 11:22PM]	Turtle: oy vali its gettin late	
[7/11/18 11:22PM]	Turtle: wanna do 1 corp now?	
[7/11/18 11:22PM]	Turtle: :p	
[7/11/18 11:27PM]	Turtle:  magic... 	
[7/11/18 11:27PM]	Turtle: wat	
[7/11/18 11:27PM]	Turtle: ah	
[7/11/18 11:27PM]	Turtle: haha	
[7/11/18 11:28PM]	Turtle: you go tank	
[7/11/18 11:28PM]	Turtle: ;)	
[7/11/18 11:28PM]	Turtle: dont get too close	
[7/11/18 11:28PM]	Turtle: this is weird	
[7/11/18 11:28PM]	Turtle: ruby bolts not procing	
[7/11/18 11:29PM]	Turtle: ik but should hit like 40s 	
[7/11/18 11:29PM]	Turtle: only on corp tho 	
[7/11/18 11:30PM]	Turtle: so you got super def	
[7/11/18 11:30PM]	Turtle: but not super range	
[7/11/18 11:30PM]	Turtle: x[)	
[7/11/18 11:30PM]	Turtle: in store	
[7/11/18 11:31PM]	Turtle: hm hp this fucker got 	
[7/11/18 11:31PM]	Turtle: 4 food left	
[7/11/18 11:31PM]	Turtle: 3	
[7/11/18 11:31PM]	Turtle: loop half key 	
[7/11/18 11:31PM]	Turtle: blue charm 	
[7/11/18 11:31PM]	Turtle: and uncut sapphire 	
[7/11/18 11:32PM]	Turtle: nothing too crsxy 	
[7/11/18 11:32PM]	Turtle: okie dokie	
[7/11/18 11:45PM]	Pops:  hi 	
[7/11/18 11:46PM]	Pops: green: lmao	
[7/11/18 11:46PM]	Pops:  paper  	
[7/11/18 11:49PM]	Pops: aye	
[7/11/18 11:56PM]	Pops: noob 	
[7/12/18 12:00AM]	Foxx: d 	
[7/12/18 12:06AM]	Pops: yell:: pops	
[7/12/18 12:10AM]	Pops: +	
[7/12/18 12:11AM]	Pops: 0	
[7/12/18 12:11AM]	Pops: ;p	
[7/12/18 06:01AM]	Plug: test	
[7/12/18 08:58AM]	Turtle: welcome	
[7/12/18 08:58AM]	Ryan: hey man 	
[7/12/18 08:59AM]	Turtle: hows it goin	
[7/12/18 08:59AM]	Ryan: good man and you? 	
[7/12/18 08:59AM]	Turtle: good thanks 	
[7/12/18 08:59AM]	Ryan: where is the makeover mage lol?	
[7/12/18 09:00AM]	Turtle: uhhh	
[7/12/18 09:00AM]	Turtle: ah yes 	
[7/12/18 09:00AM]	Turtle: char design 	
[7/12/18 09:00AM]	Ryan: ah, ty	
[7/12/18 09:00AM]	Ryan: better 	
[7/12/18 09:02AM]	Turtle: dont sell items	
[7/12/18 09:02AM]	Turtle: keep it for skilling 	
[7/12/18 09:02AM]	Ryan: cool 	
[7/12/18 09:02AM]	Turtle: slayer is a good money-maker 	
[7/12/18 09:02AM]	Turtle: and killing things in wildy	
[7/12/18 09:02AM]	Ryan: alch items while on task or not worth?	
[7/12/18 09:03AM]	Turtle: not worth atm 	
[7/12/18 09:03AM]	Turtle: the owner wrote everything from scratch	
[7/12/18 09:03AM]	Ryan: that's good 	
[7/12/18 09:03AM]	Turtle: so hes re-doing prices atm 	
[7/12/18 09:03AM]	Turtle: for items to be sold and alched 	
[7/12/18 09:03AM]	Turtle: save your items	
[7/12/18 09:03AM]	Ryan: will do :) 	
[7/12/18 09:03AM]	Ryan: thanks for the welcome and help bro	
[7/12/18 09:03AM]	Ryan: i'll be sure to let the owners know :) 	
[7/12/18 09:04AM]	Turtle: haha np broski 	
[7/12/18 09:04AM]	Turtle: there is a competition goin on rn 	
[7/12/18 09:04AM]	Ryan: what for?	
[7/12/18 09:04AM]	Turtle: first to 138 combat gets gold membership 	
[7/12/18 09:04AM]	Ryan: think you won lol :) 	
[7/12/18 09:04AM]	Turtle: first to completely max, gets a very very special reward	
[7/12/18 09:04AM]	Turtle: well 	
[7/12/18 09:05AM]	Turtle: prayer and summoning and a bitch 	
[7/12/18 09:05AM]	Ryan: how long you played for? 	
[7/12/18 09:05AM]	Turtle: 2-3 days?	
[7/12/18 09:05AM]	Turtle: maybe 4 	
[7/12/18 09:05AM]	Ryan: is that how long the servers been up 	
[7/12/18 09:05AM]	Turtle: nah its been up for a bit longer 	
[7/12/18 09:05AM]	Turtle: i just grinded  	
[7/12/18 09:05AM]	Turtle: the owners are hella cool too 	
[7/12/18 09:06AM]	Ryan: sounds good bro 	
[7/12/18 09:06AM]	Turtle: oh and if you're the first to get a 99 in something	
[7/12/18 09:06AM]	Ryan: what you doing atm	
[7/12/18 09:06AM]	Turtle: vali (1 of the owners)	
[7/12/18 09:06AM]	Turtle: gives you a unique item	
[7/12/18 09:06AM]	Ryan: that's awesome 	
[7/12/18 09:07AM]	Turtle: and im gonna do slayer but ive gotta go soon so idk 	
[7/12/18 09:07AM]	Turtle: x[)	
[7/12/18 09:07AM]	Ryan: lol where you off? 	
[7/12/18 09:07AM]	Turtle: going on a hiking trail with the gf	
[7/12/18 09:07AM]	Ryan: nice man	
[7/12/18 09:07AM]	Turtle: pretty much hiking up a mountain	
[7/12/18 09:07AM]	Turtle: :p	
[7/12/18 09:07AM]	Turtle: theres also a discord btw	
[7/12/18 09:07AM]	Ryan: lol gl 	
[7/12/18 09:07AM]	Turtle: everything can be found on the website	
[7/12/18 09:07AM]	Ryan: how can i get that? 	
[7/12/18 09:07AM]	Ryan: cool 	
[7/12/18 09:07AM]	Turtle: brb 	
[7/12/18 09:08AM]	Ryan: ok 	
[7/12/18 09:10AM]	Turtle: you ever play soulsplit?	
[7/12/18 09:11AM]	Ryan: slightly	
[7/12/18 09:11AM]	Turtle: vali and zelazz (owners) 	
[7/12/18 09:11AM]	Turtle: are gonna make this a replicate	
[7/12/18 09:11AM]	Turtle: or close to it 	
[7/12/18 09:11AM]	Ryan: wow that's awesome 	
[7/12/18 09:11AM]	Turtle: with some slight modifications of course	
[7/12/18 09:11AM]	Turtle: :p	
[7/12/18 09:11AM]	Ryan: :p	
[7/12/18 09:11AM]	Turtle: ima go slaya 	
[7/12/18 09:12AM]	Ryan: gl 	
[7/12/18 09:13AM]	Turtle: .	
[7/12/18 09:16AM]	Turtle: .	
[7/12/18 09:16AM]	Turtle: .	
[7/12/18 09:18AM]	Turtle: .	
[7/12/18 09:19AM]	Turtle: .	
[7/12/18 09:19AM]	Turtle: .	
[7/12/18 09:19AM]	Turtle: .	
[7/12/18 09:20AM]	Turtle: .	
[7/12/18 09:21AM]	Turtle: .	
[7/12/18 09:23AM]	Turtle: .	
[7/12/18 09:23AM]	Turtle: .	
[7/12/18 09:25AM]	Turtle: .	
[7/12/18 09:25AM]	Turtle: .	
[7/12/18 09:26AM]	Turtle: .	
[7/12/18 09:26AM]	Turtle: .	
[7/12/18 09:27AM]	Turtle: .	
[7/12/18 09:27AM]	Turtle: .	
[7/12/18 09:28AM]	Turtle: .	
[7/12/18 09:30AM]	Turtle: .	
[7/12/18 09:30AM]	Turtle: .	
[7/12/18 09:31AM]	Turtle: .	
[7/12/18 09:32AM]	Turtle: .	
[7/12/18 09:32AM]	Turtle: .	
[7/12/18 09:33AM]	Turtle: .	
[7/12/18 09:35AM]	Turtle: .	
[7/12/18 09:35AM]	Turtle: .	
[7/12/18 09:37AM]	Turtle: ooof so close to 90 summ	
[7/12/18 09:38AM]	Ryan: nice 	
[7/12/18 09:42AM]	Turtle: .	
[7/12/18 09:43AM]	Turtle: .	
[7/12/18 09:44AM]	Turtle: .	
[7/12/18 09:45AM]	Turtle: .	
[7/12/18 09:46AM]	Turtle: .	
[7/12/18 09:47AM]	Turtle: .	
[7/12/18 09:47AM]	Turtle: .	
[7/12/18 09:47AM]	Turtle: .	
[7/12/18 09:48AM]	Turtle: .	
[7/12/18 09:51AM]	Turtle: woot 90 summ 	
[7/12/18 09:51AM]	Ryan: gz man 	
[7/12/18 09:51AM]	Turtle: alrighty im off	
[7/12/18 09:51AM]	Turtle: gl my dood 	
[7/12/18 09:52AM]	Ryan: alright cya later	
[7/12/18 09:52AM]	Ryan: ty 	
[7/12/18 10:53AM]	Intro: 00360036	
[7/12/18 11:03AM]	Raymond: sheesh	
[7/12/18 12:13PM]	Raymond: zzz	
[7/12/18 12:18PM]	Y: :empty	
[7/12/18 01:04PM]	Y: tyty	
[7/12/18 01:04PM]	Y: good good 	
[7/12/18 01:04PM]	Y: loving it 	
[7/12/18 01:04PM]	Y: osrs is down :(	
[7/12/18 01:05PM]	Y: max cash 	
[7/12/18 01:05PM]	Y: lmao 	
[7/12/18 01:05PM]	Raymond: presentr plz 	
[7/12/18 01:06PM]	Raymond: first	
[7/12/18 01:06PM]	Raymond: gtfo	
[7/12/18 01:06PM]	Raymond: kid	
[7/12/18 02:07PM]	Turtle: .	
[7/12/18 02:13PM]	Coffee: vali 	
[7/12/18 02:13PM]	Coffee: you on 	
[7/12/18 02:14PM]	Coffee: stopped updating	
[7/12/18 02:14PM]	Coffee: got an email this morning 	
[7/12/18 02:14PM]	Coffee: saying status' would be reimbursed and what ever else	
[7/12/18 02:15PM]	Coffee: lgd	
[7/12/18 02:15PM]	Coffee: i made the discord and was very active 	
[7/12/18 02:16PM]	Coffee: that was over a year ago	
[7/12/18 02:16PM]	Coffee: i'm still on the discord 	
[7/12/18 02:16PM]	Coffee: that i made	
[7/12/18 02:17PM]	Coffee: promise it's me lol 	
[7/12/18 02:17PM]	Coffee: yeah 	
[7/12/18 02:17PM]	Coffee: oh	
[7/12/18 02:17PM]	Coffee: hey	
[7/12/18 02:17PM]	Coffee: neat	
[7/12/18 02:17PM]	Coffee: thanks. 	
[7/12/18 02:17PM]	Coffee: will this go like last time? 	
[7/12/18 02:17PM]	Coffee: what happened to thrasher?	
[7/12/18 02:18PM]	Coffee: kinda cheesed the hell out of me a year ago 	
[7/12/18 02:23PM]	Coffee: well i guess i will be on later. 	
[7/12/18 04:29PM]	Plug pure: got 2 pairs of rangers :p	
[7/12/18 04:29PM]	Plug pure: last night ;p	
[7/12/18 04:29PM]	Plug pure: and another 3rd age platebody	
[7/12/18 04:29PM]	Plug pure: so i have 2 lmao 	
[7/12/18 04:34PM]	Plug: ayee 	
[7/12/18 04:34PM]	Plug: customizable?	
[7/12/18 04:38PM]	Plug: later :p	
[7/12/18 04:55PM]	Plug: so raymond	
[7/12/18 04:55PM]	Raymond: hey	
[7/12/18 04:55PM]	Plug: still got that spare book? 	
[7/12/18 04:55PM]	Raymond: yeah. 	
[7/12/18 04:56PM]	Plug: 10 mil + gilded legs for t? 	
[7/12/18 04:56PM]	Plug: it*	
[7/12/18 04:56PM]	Raymond: already have 2 pairs of gildedlegs. 	
[7/12/18 04:56PM]	Plug: gs shard 1?	
[7/12/18 04:56PM]	Raymond: 12m, 10m + row, or i'll take a fury. 	
[7/12/18 04:56PM]	Plug: row is untradable 	
[7/12/18 04:56PM]	Plug: ill do 12m 	
[7/12/18 04:56PM]	Raymond: ok 	
[7/12/18 04:56PM]	Plug: thanks 	
[7/12/18 04:57PM]	Plug: ty 	
[7/12/18 04:57PM]	Raymond: how come i can't make row 	
[7/12/18 04:57PM]	Plug: you need 99 craftng 	
[7/12/18 04:57PM]	Raymond: what is needed to make it	
[7/12/18 04:57PM]	Plug: gold bar	
[7/12/18 04:57PM]	Raymond: geez lmfao	
[7/12/18 04:57PM]	Plug: dragonstone	
[7/12/18 04:57PM]	Plug: ring mould	
[7/12/18 04:57PM]	Raymond: make me  dragonstone ring	
[7/12/18 04:57PM]	Plug: :p	
[7/12/18 04:57PM]	Raymond: and ill enchant it 	
[7/12/18 04:57PM]	Raymond: how many pts	
[7/12/18 04:57PM]	Raymond: plug	
[7/12/18 04:57PM]	Plug: yoo	
[7/12/18 04:57PM]	Raymond: see if you can trade dragonstone rings 	
[7/12/18 04:58PM]	Plug: hold up lemme make one 	
[7/12/18 04:58PM]	Raymond: ight 	
[7/12/18 04:58PM]	Plug: brb craft guild	
[7/12/18 05:00PM]	Raymond: geez	
[7/12/18 05:00PM]	Plug: yea tradable	
[7/12/18 05:00PM]	Plug: offer? 	
[7/12/18 05:00PM]	Raymond: i'll just get 99 crafting. 	
[7/12/18 05:00PM]	Raymond: no biggie	
[7/12/18 05:00PM]	Plug: gl :p i think it got buff anyways :p 	
[7/12/18 05:00PM]	Thug: raymond 	
[7/12/18 05:00PM]	Thug: i have gems	
[7/12/18 05:00PM]	Thug: trade after this inve 	
[7/12/18 05:01PM]	Raymond: :o 	
[7/12/18 05:01PM]	Thug: here	
[7/12/18 05:01PM]	Thug: should get u like 90+	
[7/12/18 05:01PM]	Raymond: ty 	
[7/12/18 05:01PM]	Thug: np 	
[7/12/18 06:35PM]	Turtle: .	
[7/12/18 06:38PM]	Turtle: .	
[7/12/18 06:39PM]	Turtle: .	
[7/12/18 06:40PM]	Turtle: .	
[7/12/18 06:41PM]	Turtle: .	
[7/12/18 06:45PM]	Turtle: dung tps	
[7/12/18 06:46PM]	Turtle: rip	
[7/12/18 06:46PM]	Turtle: back to back infernal mage tasks	
[7/12/18 06:46PM]	Plug: haha	
[7/12/18 06:46PM]	Plug: summ levle? 	
[7/12/18 06:46PM]	Turtle: 90	
[7/12/18 06:46PM]	Turtle: ;)	
[7/12/18 06:46PM]	Plug: oo	
[7/12/18 06:52PM]	Turtle: .	
[7/12/18 06:53PM]	Turtle: .	
[7/12/18 06:54PM]	Turtle: .	
[7/12/18 06:59PM]	Turtle: .	
[7/12/18 06:59PM]	Turtle: .	
[7/12/18 07:00PM]	Turtle: .	
[7/12/18 07:00PM]	Turtle: .	
[7/12/18 07:03PM]	Turtle: .	
[7/12/18 07:05PM]	Turtle: .	
[7/12/18 07:08PM]	Turtle: after task	
[7/12/18 07:11PM]	Turtle: .	
[7/12/18 07:11PM]	Turtle: .	
[7/12/18 07:14PM]	Turtle: sec	
[7/12/18 07:15PM]	Turtle: got bolts? 	
[7/12/18 07:15PM]	Plug: yea	
[7/12/18 07:15PM]	Turtle: ty 	
[7/12/18 07:15PM]	Plug: ty :p	
[7/12/18 07:15PM]	Turtle: erm sec 	
[7/12/18 07:15PM]	Plug: 7 loops now lel	
[7/12/18 07:15PM]	Turtle: i dont care for 200m so 	
[7/12/18 07:16PM]	Turtle: wait not yet	
[7/12/18 07:16PM]	Turtle: i still need 99s	
[7/12/18 07:16PM]	Turtle: x[)	
[7/12/18 07:16PM]	Plug: x[)	
[7/12/18 07:16PM]	Plug: thanks :p	
[7/12/18 07:16PM]	Turtle: i got u	
[7/12/18 07:16PM]	Turtle: once im done a 99 	
[7/12/18 07:16PM]	Turtle: bruh 	
[7/12/18 07:16PM]	Turtle: 76 infernals 	
[7/12/18 07:16PM]	Plug: i have around 5-6k ores	
[7/12/18 07:16PM]	Turtle: 33 gold, 43 green, 8 red 	
[7/12/18 07:16PM]	Plug: of all kinds	
[7/12/18 07:16PM]	Plug: no blue?	
[7/12/18 07:16PM]	Turtle: no	
[7/12/18 07:16PM]	Turtle: :\	
[7/12/18 07:16PM]	Plug: ripp	
[7/12/18 07:16PM]	Plug: i got 38 blues my last task	
[7/12/18 07:17PM]	Plug: 94 atm 	
[7/12/18 07:17PM]	Turtle: how long that take u thp	
[7/12/18 07:17PM]	Plug: like 30 mins maybe 40	
[7/12/18 07:17PM]	Plug: the kalphite one	
[7/12/18 07:17PM]	Turtle: ohh ok 	
[7/12/18 07:17PM]	Turtle: they're good 	
[7/12/18 07:17PM]	Turtle: for charms 	
[7/12/18 07:17PM]	Plug: yeah for sure :p	
[7/12/18 07:17PM]	Plug: didnt know they dropped red and blue	
[7/12/18 07:18PM]	Turtle: i only kill them when doing slayer	
[7/12/18 07:18PM]	Turtle: slayer   summ	
[7/12/18 07:18PM]	Turtle: dont need to flex 	
[7/12/18 07:18PM]	Turtle: :\	
[7/12/18 07:18PM]	Plug: x[) im just looking for a good outfit 	
[7/12/18 07:19PM]	Turtle: 91 lil boy	
[7/12/18 07:19PM]	Turtle: ;)	
[7/12/18 07:19PM]	Turtle: 99 gonna be a bitch 	
[7/12/18 07:19PM]	Turtle: lol 	
[7/12/18 07:19PM]	Plug: haha yea 	
[7/12/18 07:19PM]	Plug: im 400k till 95 :s	
[7/12/18 07:19PM]	Turtle: 99 slayer comes with 99 summ tho	
[7/12/18 07:19PM]	Turtle: :s 	
[7/12/18 07:19PM]	Turtle: im 556k away from 92 	
[7/12/18 07:19PM]	Turtle: :\	
[7/12/18 07:20PM]	Plug pure: this acc is beast	
[7/12/18 07:20PM]	Plug pure: x[)	
[7/12/18 07:20PM]	Plug pure: not really tho 	
[7/12/18 07:20PM]	Turtle: meh	
[7/12/18 07:20PM]	Turtle: go get that 99 stre 	
[7/12/18 07:20PM]	Turtle: 75 attk	
[7/12/18 07:20PM]	Turtle: ;)	
[7/12/18 07:20PM]	Plug pure: it has all my casket junk on it 	
[7/12/18 07:20PM]	Plug pure: oo	
[7/12/18 07:20PM]	Plug pure:  2 ckeys	
[7/12/18 07:22PM]	Plug: i was wearing my placeholder 3a plate	
[7/12/18 07:22PM]	Plug: ;)	
[7/12/18 07:22PM]	Turtle: staff luck	
[7/12/18 07:22PM]	Turtle: dont lie	
[7/12/18 07:22PM]	Plug: lel. i got the first one before i got mod tho	
[7/12/18 07:23PM]	Turtle: mhm ;)	
[7/12/18 07:23PM]	Turtle: but	
[7/12/18 07:23PM]	Turtle: do you got this? 	
[7/12/18 07:23PM]	Turtle: ;)	
[7/12/18 07:23PM]	Plug: nooo	
[7/12/18 07:23PM]	Plug: i wasted my money on bonecrusher :d 	
[7/12/18 07:23PM]	Turtle: rip	
[7/12/18 07:29PM]	Turtle: .	
[7/12/18 07:29PM]	Turtle: .	
[7/12/18 07:30PM]	Turtle: .	
[7/12/18 07:31PM]	Turtle: .	
[7/12/18 07:35PM]	Turtle: .	
[7/12/18 07:37PM]	Turtle: .	
[7/12/18 07:39PM]	Turtle: .	
[7/12/18 07:54PM]	Turtle: .	
