[7/10/18 02:00PM]	Sent Private-Message to User: vali and said 'hey'	
[7/11/18 01:22PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2897, 5262, 0	
[7/11/18 01:26PM]	Picked up an item (Id: Item [id=2434, amount=3], Amount: 3) at Position: 2900, 5267, 0	
[7/11/18 01:29PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2897, 5265, 0	
[7/11/18 01:29PM]	Picked up an item (Id: Item [id=1201, amount=1], Amount: 1) at Position: 2898, 5264, 0	
[7/11/18 01:30PM]	Bought Item from shop (27) (Id: 6686, Amount: 10)	
[7/11/18 01:30PM]	Bought Item from shop (27) (Id: 3025, Amount: 1)	
[7/11/18 01:30PM]	Bought Item from shop (27) (Id: 3025, Amount: 5)	
[7/11/18 01:31PM]	Bought Item from shop (27) (Id: 2550, Amount: 1)	
[7/11/18 01:31PM]	Bought Item from shop (8) (Id: 9144, Amount: 500)	
[7/11/18 01:48PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2896, 5266, 0	
[7/11/18 01:48PM]	Picked up an item (Id: Item [id=12159, amount=3], Amount: 3) at Position: 2896, 5266, 0	
[7/11/18 01:51PM]	Picked up an item (Id: Item [id=1093, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 01:55PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2897, 5266, 0	
[7/11/18 01:56PM]	Dropped Item (Id: Item [id=10414, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 02:00PM]	Picked up an item (Id: Item [id=12163, amount=5], Amount: 5) at Position: 2898, 5265, 0	
[7/11/18 02:00PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 02:00PM]	Picked up an item (Id: Item [id=1201, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 02:08PM]	Picked up an item (Id: Item [id=12163, amount=7], Amount: 7) at Position: 2896, 5263, 0	
[7/11/18 02:12PM]	Picked up an item (Id: Item [id=1093, amount=1], Amount: 1) at Position: 2898, 5263, 0	
[7/11/18 02:12PM]	Picked up an item (Id: Item [id=12163, amount=6], Amount: 6) at Position: 2899, 5264, 0	
[7/11/18 05:39PM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 2899, 5265, 0	
[7/11/18 05:39PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2897, 5266, 0	
[7/11/18 05:39PM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 2899, 5265, 0	
[7/11/18 05:40PM]	Picked up an item (Id: Item [id=9144, amount=535], Amount: 535) at Position: 2836, 5305, 2	
[7/11/18 05:40PM]	Picked up an item (Id: Item [id=1708, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=10828, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=868, amount=101], Amount: 101) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=9185, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=2503, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=3024, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=3024, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=171, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=3105, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=3026, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=171, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:41PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 2836, 5305, 2	
[7/11/18 05:45PM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2899, 5267, 0	
[7/11/18 05:46PM]	Bought Item from shop (27) (Id: 2452, Amount: 1)	
[7/11/18 05:49PM]	Picked up an item (Id: Item [id=556, amount=300], Amount: 300) at Position: 2273, 4693, 0	
[7/11/18 05:49PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2274, 4693, 0	
[7/11/18 05:49PM]	Dropped Item (Id: Item [id=556, amount=300], Amount: 0) at Position: 2274, 4693, 0	
[7/11/18 05:49PM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 2274, 4693, 0	
[7/11/18 05:52PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2899, 5267, 0	
[7/11/18 05:52PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2898, 5266, 0	
[7/11/18 05:52PM]	Picked up an item (Id: Item [id=811, amount=38], Amount: 38) at Position: 2898, 5267, 0	
[7/11/18 05:52PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2899, 5266, 0	
[7/11/18 05:52PM]	Dropped Item (Id: Item [id=811, amount=38], Amount: 0) at Position: 2898, 5266, 0	
[7/11/18 05:52PM]	Dropped Item (Id: Item [id=7382, amount=1], Amount: 0) at Position: 2899, 5269, 0	
[7/11/18 05:56PM]	Picked up an item (Id: Item [id=12163, amount=4], Amount: 4) at Position: 2899, 5265, 0	
[7/11/18 05:59PM]	Picked up an item (Id: Item [id=12163, amount=3], Amount: 3) at Position: 2899, 5265, 0	
[7/11/18 07:52PM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 2899, 5264, 0	
[7/11/18 08:02PM]	Picked up an item (Id: Item [id=12159, amount=6], Amount: 6) at Position: 2898, 5263, 0	
[7/11/18 08:02PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2898, 5263, 0	
[7/11/18 08:04PM]	Dropped Item (Id: Item [id=143, amount=1], Amount: 7) at Position: 2894, 5263, 0	
[7/11/18 08:07PM]	Picked up an item (Id: Item [id=995, amount=28809], Amount: 28809) at Position: 2896, 5264, 0	
[7/11/18 08:13PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 08:13PM]	Dropped Item (Id: Item [id=10422, amount=1], Amount: 7) at Position: 3084, 3500, 0	
[7/11/18 08:14PM]	Picked up an item (Id: Item [id=10422, amount=1], Amount: 1) at Position: 3084, 3500, 0	
[7/11/18 08:15PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3090, 3491, 0	
[7/11/18 08:15PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3089, 3495, 0	
[7/11/18 08:18PM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 2898, 5264, 0	
[7/11/18 08:19PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2971, 3617, 0	
[7/11/18 08:19PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2971, 3614, 0	
[7/11/18 08:19PM]	Picked up an item (Id: Item [id=12160, amount=5], Amount: 5) at Position: 2971, 3614, 0	
[7/11/18 08:19PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2971, 3618, 0	
[7/11/18 08:19PM]	Picked up an item (Id: Item [id=1753, amount=1], Amount: 1) at Position: 2971, 3618, 0	
[7/11/18 08:19PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2971, 3618, 0	
[7/11/18 08:19PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2975, 3618, 0	
[7/11/18 08:19PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2977, 3618, 0	
[7/11/18 08:20PM]	Dropped Item (Id: Item [id=1753, amount=1], Amount: 1) at Position: 2981, 3619, 0	
[7/11/18 08:21PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2981, 3619, 0	
[7/11/18 08:21PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2982, 3619, 0	
[7/11/18 08:21PM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 2982, 3619, 0	
---[7/11/18 08:22PM]	---
Raymond has received 16413054 Coins from Thug
---[7/11/18 08:22PM]	---
Raymond has given 1 White Ele' Skirt to Thug
[7/11/18 08:23PM]	Bought Item from shop (9) (Id: 4093, Amount: 1)	
[7/11/18 08:23PM]	Bought Item from shop (9) (Id: 4675, Amount: 1)	
[7/11/18 08:23PM]	Bought Item from shop (9) (Id: 4091, Amount: 1)	
[7/11/18 08:24PM]	Bought Item from shop (9) (Id: 560, Amount: 500)	
[7/11/18 08:24PM]	Bought Item from shop (9) (Id: 560, Amount: 500)	
[7/11/18 08:24PM]	Bought Item from shop (9) (Id: 565, Amount: 500)	
[7/11/18 08:24PM]	Bought Item from shop (9) (Id: 565, Amount: 500)	
[7/11/18 08:24PM]	Bought Item from shop (9) (Id: 555, Amount: 500)	
[7/11/18 08:24PM]	Bought Item from shop (9) (Id: 555, Amount: 500)	
[7/11/18 08:24PM]	Bought Item from shop (27) (Id: 2550, Amount: 1)	
[7/11/18 08:24PM]	Bought Item from shop (27) (Id: 3025, Amount: 10)	
[7/11/18 08:25PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 22537133) at Position: 3088, 3500, 0	
[7/11/18 08:25PM]	Bought Item from shop (9) (Id: 555, Amount: 500)	
[7/11/18 08:25PM]	Bought Item from shop (9) (Id: 555, Amount: 500)	
[7/11/18 08:27PM]	Picked up an item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 3109, 3926, 0	
[7/11/18 08:27PM]	Dropped Item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 3110, 3926, 0	
[7/11/18 08:27PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 3110, 3926, 0	
[7/11/18 08:27PM]	Dropped Item (Id: Item [id=3012, amount=1], Amount: 1) at Position: 3101, 3929, 0	
[7/11/18 08:27PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 3101, 3929, 0	
[7/11/18 08:27PM]	Dropped Item (Id: Item [id=7388, amount=1], Amount: 1) at Position: 3102, 3933, 0	
[7/11/18 08:28PM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 3108, 3933, 0	
[7/11/18 08:28PM]	Dropped Item (Id: Item [id=12158, amount=4], Amount: 1) at Position: 3106, 3935, 0	
[7/11/18 08:28PM]	Picked up an item (Id: Item [id=4101, amount=1], Amount: 1) at Position: 3106, 3934, 0	
[7/11/18 08:28PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 3100, 3928, 0	
[7/11/18 08:28PM]	Picked up an item (Id: Item [id=565, amount=81], Amount: 81) at Position: 3109, 3934, 0	
[7/11/18 08:28PM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 3106, 3935, 0	
[7/11/18 08:29PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3108, 3935, 0	
[7/11/18 08:29PM]	Picked up an item (Id: Item [id=12158, amount=3], Amount: 3) at Position: 3107, 3933, 0	
[7/11/18 08:30PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3107, 3935, 0	
[7/11/18 08:30PM]	Picked up an item (Id: Item [id=7400, amount=1], Amount: 1) at Position: 3107, 3935, 0	
[7/11/18 08:30PM]	Picked up an item (Id: Item [id=4101, amount=1], Amount: 1) at Position: 3106, 3932, 0	
[7/11/18 08:30PM]	Dropped Item (Id: Item [id=7400, amount=1], Amount: 1) at Position: 3107, 3935, 0	
[7/11/18 08:30PM]	Picked up an item (Id: Item [id=4101, amount=1], Amount: 1) at Position: 3107, 3933, 0	
[7/11/18 08:32PM]	Picked up an item (Id: Item [id=2412, amount=1], Amount: 1) at Position: 2500, 4720, 0	
[7/11/18 08:33PM]	Picked up an item (Id: Item [id=4101, amount=1], Amount: 1) at Position: 3107, 3936, 0	
[7/11/18 08:33PM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 3108, 3935, 0	
[7/11/18 08:33PM]	Picked up an item (Id: Item [id=7400, amount=1], Amount: 1) at Position: 3107, 3936, 0	
[7/11/18 08:33PM]	Picked up an item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 3106, 3935, 0	
[7/11/18 08:34PM]	Picked up an item (Id: Item [id=4091, amount=1], Amount: 1) at Position: 3112, 3925, 0	
[7/11/18 08:34PM]	Sent Private-Message to User: vali and said 'gonna record lmfao'	
[7/11/18 08:35PM]	Picked up an item (Id: Item [id=4675, amount=1], Amount: 1) at Position: 3108, 3935, 0	
[7/11/18 08:35PM]	Picked up an item (Id: Item [id=7400, amount=1], Amount: 1) at Position: 3107, 3933, 0	
[7/11/18 08:35PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3107, 3933, 0	
[7/11/18 08:35PM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 3107, 3933, 0	
[7/11/18 08:36PM]	Picked up an item (Id: Item [id=555, amount=34], Amount: 34) at Position: 3108, 3935, 0	
[7/11/18 08:36PM]	Picked up an item (Id: Item [id=4675, amount=1], Amount: 1) at Position: 3108, 3936, 0	
[7/11/18 08:36PM]	Picked up an item (Id: Item [id=555, amount=56], Amount: 56) at Position: 3107, 3935, 0	
[7/11/18 08:36PM]	Picked up an item (Id: Item [id=7399, amount=1], Amount: 1) at Position: 3108, 3935, 0	
[7/11/18 08:36PM]	Picked up an item (Id: Item [id=12159, amount=5], Amount: 5) at Position: 3108, 3936, 0	
[7/11/18 08:40PM]	Picked up an item (Id: Item [id=4675, amount=1], Amount: 1) at Position: 3100, 3928, 0	
[7/11/18 08:40PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 3101, 3928, 0	
[7/11/18 08:40PM]	Sent Private-Message to User: vali and said 'wanna hook me with a super str pot'	
[7/11/18 08:40PM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 3106, 3933, 0	
[7/11/18 08:40PM]	Sent Private-Message to User: vali and said '2440 ill relog to clear chat history'	
[7/11/18 08:40PM]	Sent Private-Message to User: vali and said 'ty '	
[7/11/18 08:40PM]	Sent Private-Message to User: vali and said 'relogging'	
[7/11/18 08:40PM]	Sent Private-Message to User: vali and said 'after this kill '	
[7/11/18 08:41PM]	Sent Private-Message to User: vali and said 'hes going l00l0l0ll0 '	
[7/11/18 08:41PM]	Sent Private-Message to User: vali and said 'my priv going off '	
[7/11/18 08:42PM]	Picked up an item (Id: Item [id=565, amount=117], Amount: 117) at Position: 3108, 3935, 0	
[7/11/18 08:45PM]	Picked up an item (Id: Item [id=4091, amount=1], Amount: 1) at Position: 3099, 3930, 0	
[7/11/18 08:45PM]	Picked up an item (Id: Item [id=4093, amount=1], Amount: 1) at Position: 3101, 3931, 0	
[7/11/18 08:45PM]	Picked up an item (Id: Item [id=4091, amount=1], Amount: 1) at Position: 3107, 3934, 0	
[7/11/18 08:47PM]	Picked up an item (Id: Item [id=4103, amount=1], Amount: 1) at Position: 3110, 3926, 0	
[7/11/18 08:47PM]	Picked up an item (Id: Item [id=7399, amount=1], Amount: 1) at Position: 3107, 3934, 0	
[7/11/18 08:47PM]	Picked up an item (Id: Item [id=7398, amount=1], Amount: 1) at Position: 3107, 3935, 0	
[7/11/18 08:48PM]	Sent Private-Message to User: vali and said 'think ima tb this kid l0l'	
[7/11/18 08:48PM]	Bought Item from shop (9) (Id: 563, Amount: 10)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 562, Amount: 10)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 557, Amount: 10)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 557, Amount: 5)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 557, Amount: 400)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 561, Amount: 300)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 563, Amount: 20)	
[7/11/18 08:49PM]	Bought Item from shop (9) (Id: 562, Amount: 20)	
[7/11/18 08:51PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3107, 3936, 0	
[7/11/18 08:54PM]	Sent Private-Message to User: vali and said 'if this kid skulls im tbing him and koing him btw '	
[7/11/18 08:54PM]	Picked up an item (Id: Item [id=560, amount=118], Amount: 118) at Position: 3101, 3929, 0	
[7/11/18 08:55PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3110, 3935, 0	
[7/11/18 08:55PM]	Picked up an item (Id: Item [id=14892, amount=1], Amount: 1) at Position: 3110, 3935, 0	
[7/11/18 08:57PM]	Sent Private-Message to User: vali and said 'get that lil boy to atk u first'	
[7/11/18 08:57PM]	Sent Private-Message to User: vali and said 'when u tele to him :) '	
[7/11/18 08:58PM]	Sent Private-Message to User: vali and said 'if that kid skulls im tbing him omg'	
[7/11/18 08:58PM]	Sent Private-Message to User: vali and said 'free mbook'	
[7/11/18 09:01PM]	Picked up an item (Id: Item [id=6914, amount=1], Amount: 1) at Position: 3110, 3931, 0	
[7/11/18 09:01PM]	Picked up an item (Id: Item [id=6889, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:01PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:01PM]	Picked up an item (Id: Item [id=6918, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=4675, amount=1], Amount: 0) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=7399, amount=1], Amount: 0) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=7398, amount=1], Amount: 0) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=2497, amount=1], Amount: 0) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=2503, amount=1], Amount: 0) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=6924, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=560, amount=2580], Amount: 2580) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=565, amount=1284], Amount: 1284) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=6916, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=9244, amount=85], Amount: 85) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=989, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=989, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=159, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=6685, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=1710, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=989, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=555, amount=3608], Amount: 3608) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Dropped Item (Id: Item [id=6685, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=3483, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:02PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:03PM]	Picked up an item (Id: Item [id=2587, amount=1], Amount: 1) at Position: 3110, 3932, 0	
[7/11/18 09:03PM]	Dropped Item (Id: Item [id=2587, amount=1], Amount: 1) at Position: 3107, 3935, 0	
[7/11/18 09:03PM]	Picked up an item (Id: Item [id=2579, amount=1], Amount: 1) at Position: 3111, 3931, 0	
[7/11/18 09:16PM]	Bought Item from shop (8) (Id: 2503, Amount: 1)	
[7/11/18 09:18PM]	Bought Item from shop (8) (Id: 3749, Amount: 1)	
[7/11/18 09:19PM]	Bought Item from shop (8) (Id: 2497, Amount: 1)	
[7/11/18 09:19PM]	Bought Item from shop (27) (Id: 2452, Amount: 1)	
[7/11/18 09:19PM]	Bought Item from shop (27) (Id: 2444, Amount: 5)	
[7/11/18 09:27PM]	Picked up an item (Id: Item [id=1093, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 09:29PM]	Sent Private-Message to User: vali and said 'row untradeable apparently '	
---[7/11/18 09:32PM]	---
Raymond has given 1 Coal to Turtle
Raymond has given 1 Gold Ore to Turtle
---[7/11/18 09:32PM]	---
Raymond has received 1 Coal from Turtle
Raymond has received 1 Gold Bar from Turtle
[7/11/18 09:33PM]	Bought Item from shop (22) (Id: 1592, Amount: 1)	
---[7/11/18 09:34PM]	---
Raymond has given 1 Gold Bar to Thug
Raymond has given 1 Ring Mould to Thug
---[7/11/18 09:36PM]	---
Raymond has given 400 Iron Ore to Thug
---[7/11/18 09:47PM]	---
Raymond has given 1 Gold Ore to Thug
[7/11/18 09:50PM]	Picked up an item (Id: Item [id=3024, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 09:50PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 09:50PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2898, 5265, 0	
[7/11/18 09:50PM]	Picked up an item (Id: Item [id=3024, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 09:50PM]	Picked up an item (Id: Item [id=3024, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 09:55PM]	Picked up an item (Id: Item [id=11730, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 10:00PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 10:00PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2897, 5263, 0	
[7/11/18 10:00PM]	Picked up an item (Id: Item [id=12159, amount=5], Amount: 5) at Position: 2897, 5264, 0	
[7/11/18 10:01PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2897, 5263, 0	
[7/12/18 01:07PM]	Sent Private-Message to User: vali and said 'loc present '	
[7/12/18 01:08PM]	Sent Private-Message to User: vali and said 'also loc healing thing for gold members '	
[7/12/18 01:08PM]	Sent Private-Message to User: vali and said 'stated in gold member perks thread'	
[7/12/18 01:09PM]	Sold Item to shop (Id: 4103, Amount: 1)	
[7/12/18 01:09PM]	Sold Item to shop (Id: 4101, Amount: 4)	
[7/12/18 01:09PM]	Sold Item to shop (Id: 4091, Amount: 3)	
[7/12/18 01:09PM]	Sold Item to shop (Id: 4675, Amount: 2)	
[7/12/18 01:09PM]	Sold Item to shop (Id: 4093, Amount: 1)	
[7/12/18 01:09PM]	Sold Item to shop (Id: 7399, Amount: 1)	
[7/12/18 01:09PM]	Sold Item to shop (Id: 1305, Amount: 1)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 1201, Amount: 1)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 1079, Amount: 1)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 5)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 5)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 10)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 5)	
[7/12/18 01:10PM]	Sold Item to shop (Id: 450, Amount: 5)	
[7/12/18 01:12PM]	Recieved Private-Message from User: Vali which said 'it's in neitiznot at the moment '	
[7/12/18 01:12PM]	Recieved Private-Message from User: Vali which said 'need to add it somewhere at edge '	
[7/12/18 01:12PM]	Sent Private-Message to User: vali and said 'i c'	
[7/12/18 01:13PM]	Sent Private-Message to User: vali and said 'well whatever you're tossing me for 99 agil  '	
[7/12/18 01:13PM]	Sent Private-Message to User: vali and said 'add ddefender + fcape tyy'	
[7/12/18 01:15PM]	Bought Item from shop (27) (Id: 2441, Amount: 5)	
[7/12/18 01:17PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 3739, 9370, 0	
[7/12/18 01:17PM]	Picked up an item (Id: Item [id=12160, amount=5], Amount: 5) at Position: 3739, 9370, 0	
[7/12/18 01:19PM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 3739, 9369, 0	
[7/12/18 01:19PM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 3739, 9369, 0	
[7/12/18 01:20PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 3739, 9369, 0	
[7/12/18 01:20PM]	Dropped Item (Id: Item [id=10400, amount=1], Amount: 1) at Position: 3739, 9370, 0	
[7/12/18 01:21PM]	Picked up an item (Id: Item [id=12160, amount=7], Amount: 7) at Position: 3739, 9369, 0	
[7/12/18 01:22PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3739, 9369, 0	
